,Marka:,Seri:,Model:,Yıl:,Yakıt Tipi:,Vites Tipi:,Motor Hacmi:,Motor Gücü:,Kilometre:,İlan No:
191, Hyundai   , Getz   , 1.5 CRDi VGT   , 2008   , Dizel   , Düz   , 1493 cc   , 110 hp   , 119.000 km   ,
192, Toyota   , Corolla   , 1.6 Terra   , 2006   , Benzin   , Düz   , 1598 cc   , 110 hp   , 85.500 km   ,
193, Citroen   , C-Elysee   , 1.6 HDi Confort   , 2014   , Dizel   , Düz   , 1560 cc   , 93 hp   , 161.000 km   ,
194, Volkswagen   , Passat   , 2.0 TDi BlueMotion Comfortline   , 2012   , Dizel   , Yarı Otomatik   , 1968 cc   , 140 hp   , 166.000 km   ,
195, Ford   , Fusion   , 1.6 Lux   , 2005   , Benzin   , Düz   , 1401 - 1600 cm3   , 76 - 100 HP   , 111.000 km   ,
196, Volkswagen   , Jetta   , 1.2 TSi Trendline   , 2015   , Benzin   , Düz   , 1197 cc   , 105 hp   , 85.000 km   ,
197, Toyota   , Corolla   , 1.33 Comfort   , 2013   , LPG & Benzin   , Düz   , 1329 cc   , 99 hp   , 55.000 km   ,
198, Renault   , Clio   , 1.5 dCi Authentique   , 2009   , Dizel   , Düz   , 1461 cc   , 70 hp   , 247.000 km   ,
199, Renault   , Megane   , 1.5 dCi Touch Plus   , 2016   , Dizel   , Düz   , 1461 cc   , 90 hp   , 130.260 km   ,
200, Renault   , Megane   , 1.5 dCi Touch   , 2017   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 122.000 km   ,
201, Ford   , Focus   , 1.6 TDCi Trend X   , 2013   , Dizel   , Düz   , 1560 cc   , 95 hp   , 130.000 km   ,
202, Ford   , Focus   , 1.6 TDCi Trend X   , 2010   , Dizel   , Düz   , 1560 cc   , 90 hp   , 152.000 km   ,
203, Hyundai   , Elantra   , 1.6 D-CVVT Mode Plus   , 2012   , Benzin   , Otomatik   , 1591 cc   , 132 hp   , 207.000 km   ,
204, Renault   , Megane   , 1.5 dCi Authentique   , 2006   , Dizel   , Düz   , 1461 cc   , 85 hp   , 244.000 km   ,
205, Renault   , Clio   , 1.5 dCi Joy   , 2017   , Dizel   , Düz   , 1461 cc   , 75 hp   , 92.000 km   ,
206, Audi   , A5   , A5 Coupe 2.0 TFSI   , 2009   , Benzin   , Yarı Otomatik   , 1801 - 2000 cm3   , 176 - 200 HP   , 149.000 km   ,
207, Skoda   , SuperB   , 1.5 TSI GreenTec Prestige   , 2020   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 1.235 km   ,
208, Seat   , Leon   , 1.2 TSI Style   , 2016   , Benzin   , Yarı Otomatik   , 1197 cc   , 110 hp   , 25.000 km   ,
209, Hyundai   , Getz   , 1.5 CRDi VGT   , 2005   , Dizel   , Düz   , 1493 cc   , 110 hp   , 185.000 km   ,
210, Volkswagen   , Golf   , 1.6 Pacific   , 2004   , LPG & Benzin   , Otomatik   , 1595 cc   , 102 hp   , 246.000 km   ,
211, Ford   , Focus   , 1.6 TDCi Trend   , 2012   , Dizel   , Düz   , 1560 cc   , 95 hp   , 170.000 km   ,
212, BMW   , 3 Serisi   , 316i Standart   , 2004   , LPG & Benzin   , Düz   , 1596 cc   , 115 hp   , 278.000 km   ,
213, Mercedes - Benz   , E   , 200 Kompressor Avantgarde   , 2006   , Benzin   , Otomatik   , 1796 cc   , 184 hp   , 378.000 km   ,
214, Renault   , Symbol   , 1.5 dCi Joy   , 2017   , Dizel   , Düz   , 1461 cc   , 90 hp   , 84.000 km   ,
215, Toyota   , Corolla   , 1.33 Life   , 2014   , LPG & Benzin   , Düz   , 1329 cc   , 99 hp   , 84.000 km   ,
216, Hyundai   , Accent Blue   , 1.6 CRDI Mode Plus   , 2016   , Dizel   , Yarı Otomatik   , 1582 cc   , 136 hp   , 135.000 km   ,
217, Renault   , Megane   , 1.6 Joy   , 2019   , Benzin   , Düz   , 1598 cc   , 115 hp   , 5.000 km   ,
218, Renault   , Fluence   , 1.5 dCi Extreme   , 2012   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 182.000 km   ,
219, Toyota   , Corolla   , 1.4 D-4D Comfort Extra   , 2012   , Dizel   , Düz   , 1364 cc   , 90 hp   , 118.000 km   ,
220, Opel   , Corsa   , 1.3 CDTI Enjoy   , 2012   , Dizel   , Düz   , 1201 - 1400 cm3   , 51 - 75 HP   , 251.000 km   ,
221, Nissan   , Micra   , 1.2 Tekna   , 2009   , Benzin   , Otomatik   , 1240 cc   , 80 hp   , 55.000 km   ,
222, Renault   , Clio   , 1.5 dCi Joy   , 2016   , Dizel   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 118.000 km   ,
223, Renault   , Symbol   , 1.5 dCi Joy   , 2015   , Dizel   , Düz   , 1461 cc   , 90 hp   , 79.000 km   ,
224, Opel   , Meriva   , 1.3 CDTI EcoFlex Cosmo   , 2011   , Dizel   , Düz   , 1248 cc   , 95 hp   , 155.000 km   ,
225, Opel   , Insignia   , 1.6 CDTI Grand Sport Enjoy   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 109.000 km   ,
226, Renault   , Clio   , 1.3 TCe Touch   , 2020   , Benzin   , Otomatik   , 1201 - 1400 cm3   , 126 - 150 HP   , 0 km   ,
227, Fiat   , Punto   , 1.3 Multijet Pop   , 2012   , Dizel   , Düz   , 1248 cc   , 75 hp   , 184.000 km   ,
228, Volkswagen   , Jetta   , 1.9 TDi Midline   , 2007   , Dizel   , Yarı Otomatik   , 1896 cc   , 105 hp   , 267.000 km   ,
229, BMW   , 4 Serisi   , 418i Gran Coupe M Sport   , 2017   , Benzin   , Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 34.000 km   ,
230, Seat   , Toledo   , 1.4 TDI Style   , 2015   , Dizel   , Yarı Otomatik   , 1422 cc   , 90 hp   , 148.000 km   ,
231, Mercedes - Benz   , C   , C 180 AMG 7G-Tronic   , 2012   , Benzin   , Otomatik   , 1796 cc   , 156 hp   , 208.000 km   ,
232, Opel   , Astra   , 1.3 CDTI Sport   , 2012   , Dizel   , Düz   , 1201 - 1400 cm3   , 76 - 100 HP   , 30.000 km   ,
233, Fiat   , Punto   , 1.4 Pop S&S   , 2013   , Benzin   , Düz   , 1368 cc   , 77 hp   , 28.000 km   ,
234, Citroen   , C3   , 1.2 PureTech Feel   , 2019   , Benzin   , Otomatik   , 1199 cc   , 112 hp   , 38.000 km   ,
235, Audi   , A4   , A4 Sedan 2.0 TDI Quattro   , 2013   , Dizel   , Yarı Otomatik   , 1968 cc   , 177 hp   , 240.000 km   ,
236, Renault   , Clio   , 1.5 dCi SportTourer Joy   , 2016   , Dizel   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 141.000 km   ,
237, Mitsubishi   , Lancer   , 1.6 Comfort   , 2004   , Benzin   , Otomatik   , 1584 cc   , 98 hp   , 165.000 km   ,
238, Mercedes - Benz   , CLA   , 200 AMG   , 2019   , Benzin   , Yarı Otomatik   , 1332 cc   , 163 hp   , 15.000 km   ,
239, Volkswagen   , Jetta   , 1.6 TDi Highline   , 2015   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 105.000 km   ,
240, Renault   , Symbol   , 1.2 Authentique   , 2009   , Benzin   , Düz   , 1149 cc   , 75 hp   , 270.000 km   ,
241, Hyundai   , Accent Era   , 1.5 CRDi Mode   , 2012   , Dizel   , Düz   , 1401 - 1600 cm3   , 101 - 125 HP   , 268.000 km   ,
242, Volkswagen   , Jetta   , 1.6 TDi Comfortline   , 2015   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 158.000 km   ,
243, Fiat   , Egea   , 1.4 Fire Mirror   , 2020   , Benzin   , Düz   , 1401 - 1600 cm3   , 76 - 100 HP   , 28.000 km   ,
244, Chevrolet   , Cruze   , 1.6 LS   , 2009   , LPG & Benzin   , Düz   , 1598 cc   , 113 hp   , 226.000 km   ,
245, Renault   , Symbol   , 1.5 dCi Expression   , 2011   , Dizel   , Düz   , 1461 cc   , 65 hp   , 229.000 km   ,
246, Ford   , Fiesta   , 1.4 TDCi Comfort   , 2006   , Dizel   , Düz   , 1399 cc   , 68 hp   , 172.000 km   ,
247, Opel   , Insignia   , 2.0 CDTI Edition   , 2011   , Dizel   , Otomatik   ,,, 178.500 km   ,
248, Fiat   , Linea   , 1.6 Multijet Easy   , 2014   , Dizel   , Düz   , 1598 cc   , 105 hp   , 79.500 km   ,
249, Opel   , Insignia   , 1.4 T Edition Elegance   , 2012   , Benzin   , Düz   , 1364 cc   , 140 hp   , 123.000 km   ,
250, Kia   , Cerato   , 1.6 EX Advance   , 2007   , Dizel   , Düz   , 1582 cc   , 115 hp   , 230.000 km   ,
251, Ford   , Fiesta   , 1.5 TDCi Trend X   , 2016   , Dizel   , Düz   , 1498 cc   , 75 hp   , 96.000 km   ,
252, Suzuki   , Maruti   , 800   , 2000   , Benzin   , Düz   , 796 cc   , 45 hp   , 35.000 km   ,
253, Renault   , R 9   , 1.4 Broadway GTE   , 1992   , LPG & Benzin   , Düz   , 1390 cc   , 83 hp   , 280.000 km   ,
254, Honda   , City   , 1.4 Comfort   , 2006   , LPG & Benzin   , Düz   , 1339 cc   , 83 hp   , 295.000 km   ,
255, Ford   , Focus   , 1.6 TDCi Trend   , 2013   , Dizel   , Düz   , 1560 cc   , 95 hp   , 196.000 km   ,
256, Volkswagen   , Polo   , 1.6 Comfortline Classic   , 2001   , LPG & Benzin   , Otomatik   , 1595 cc   , 100 hp   , 280.000 km   ,
257, Opel   , Insignia   , 1.6 T Cosmo   , 2011   , Benzin   , Düz   , 1598 cc   , 180 hp   , 101.000 km   ,
258, Volkswagen   , Jetta   , 1.6 Comfortline   , 2006   , LPG & Benzin   , Otomatik   , 1595 cc   , 102 hp   , 223.500 km   ,
259, Renault   , Symbol   , 1.5 dCi Dynamique   , 2011   , Dizel   , Düz   , 1201 - 1400 cm3   , 50 HP'ye kadar   , 218.000 km   ,
260, Opel   , Corsa   , 1.3 CDTI Essentia   , 2004   , Dizel   , Düz   ,,, 241.000 km   ,
261, Mercedes - Benz   , CLA   , 200 AMG   , 2015   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 151 - 175 HP   , 72.500 km   ,
262, Opel   , Astra   , 1.6 Enjoy   , 2005   , LPG & Benzin   , Yarı Otomatik   , 1598 cc   , 105 hp   , 295.000 km   ,
263, Renault   , Megane   , 1.5 dCi Icon   , 2017   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 65.000 km   ,
264, Renault   , Fluence   , 1.5 dCi Extreme   , 2011   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 223.000 km   ,
265, Toyota   , Avensis   , 1.6 Elegant Extra   , 2011   , LPG & Benzin   , Düz   , 1598 cc   , 132 hp   , 177.000 km   ,
266, Renault   , Clio   , 1.6 RTE   , 2000   , LPG & Benzin   , Otomatik   , 1598 cc   , 90 hp   , 202.000 km   ,
267, Renault   , Clio   , 1.5 dCi Grandtour Extreme   , 2012   , Dizel   , Düz   , 1461 cc   , 90 hp   , 137.000 km   ,
268, Hyundai   , i10   , 1.2 D-CVVT Elite   , 2018   , Benzin   , Otomatik   , 1248 cc   , 87 hp   , 3.000 km   ,
269, Fiat   , Egea   , 1.3 Multijet Easy   , 2016   , Dizel   , Düz   , 1201 - 1400 cm3   , 76 - 100 HP   , 114.000 km   ,
270, Ford   , Fiesta   , 1.25 Trend X   , 2016   , LPG & Benzin   , Düz   , 1242 cc   , 82 hp   , 90.000 km   ,
271, Honda   , Civic   , 1.6 Dream   , 1997   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 101 - 125 HP   , 227.000 km   ,
272, Ford   , Mondeo   , 1.6 TDCi Style   , 2015   , Dizel   , Düz   , 1560 cc   , 115 hp   , 47.000 km   ,
273, Audi   , A4   , A4 Sedan 2.0 TDI   , 2012   , Dizel   , Otomatik   , 1968 cc   , 143 hp   , 132.000 km   ,
274, Renault   , Clio   , 1.5 dCi Extreme   , 2008   , Dizel   , Düz   , 1461 cc   , 65 hp   , 215.000 km   ,
275, Volkswagen   , Jetta   , 1.2 TSi Comfortline   , 2013   , Benzin   , Düz   , 1197 cc   , 105 hp   , 99.000 km   ,
276, Ford   , Focus   , 1.6 TDCi Style   , 2015   , Dizel   , Düz   , 1560 cc   , 115 hp   , 63.000 km   ,
277, Audi   , A4   , A4 Sedan 2.0 TDI   , 2012   , Dizel   , Otomatik   , 1968 cc   , 143 hp   , 132.000 km   ,
278, Renault   , Clio   , 1.5 dCi Extreme   , 2008   , Dizel   , Düz   , 1461 cc   , 65 hp   , 215.000 km   ,
279, Volkswagen   , Jetta   , 1.2 TSi Comfortline   , 2013   , Benzin   , Düz   , 1197 cc   , 105 hp   , 99.000 km   ,
280, Ford   , Focus   , 1.6 TDCi Style   , 2015   , Dizel   , Düz   , 1560 cc   , 115 hp   , 63.000 km   ,
281, Renault   , R 12   , TS   , 1977   , LPG & Benzin   , Düz   , 1300 cc   , 54 hp   , 98.000 km   ,
282, Ford   , Fiesta   , 1.4 Titanium   , 2012   , Benzin   , Otomatik   , 1388 cc   , 96 hp   , 40.000 km   ,
283, Peugeot   , 206   , 1.6 XT   , 2000   , LPG & Benzin   , Düz   , 1587 cc   , 89 hp   , 267.000 km   ,
284, Fiat   , Linea   , 1.6 Multijet Emotion Plus   , 2012   , Dizel   , Düz   , 1598 cc   , 105 hp   , 138.000 km   ,
285, Ford   , Focus   , 1.6 TDCi Ghia   , 2006   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 270.000 km   ,
286, Renault   , Megane   , 1.5 dCi Privilege   , 2012   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 215.000 km   ,
287, Opel   , Astra   , 1.4 T Edition Plus   , 2017   , LPG & Benzin   , Otomatik   , 1364 cc   , 140 hp   , 21.000 km   ,
288, Renault   , Megane   , 1.3 Tce Icon   , 2020   , Benzin   , Yarı Otomatik   , 1332 cc   , 140 hp   , 100 km   ,
289, Renault   , Megane   , 1.5 dCi Expression Plus   , 2008   , Dizel   , Düz   , 1461 cc   , 80 hp   , 217.000 km   ,
290, Volkswagen   , Polo   , 1.4 Trendline   , 2007   , LPG & Benzin   , Düz   , 1390 cc   , 80 hp   , 233.000 km   ,
291, Volkswagen   , Polo   , 1.2 TDi Trendline   , 2013   , Dizel   , Düz   , 1199 cc   , 75 hp   , 191.000 km   ,
292, Toyota   , Corolla   , 1.33 Life   , 2015   , Benzin   , Düz   , 1329 cc   , 99 hp   , 27.800 km   ,
293, Skoda   , Octavia   , 1.6 TDI Style CR   , 2015   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 158.000 km   ,
294, BMW   , 3 Serisi   , 316i Technology   , 2013   , Benzin   , Yarı Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 240.000 km   ,
295, Renault   , Megane   , 1.5 dCi Icon   , 2017   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 123.000 km   ,
296, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2014   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 141.000 km   ,
297, Ford   , C-Max   , 1.6 TDCi Trend   , 2004   , Dizel   , Düz   , 1560 cc   , 110 hp   , 251.000 km   ,
298, Renault   , Megane   , 1.5 dCi Touch   , 2013   , Dizel   , Yarı Otomatik   , 1461 cc   , 110 hp   , 134.000 km   ,
299, Tofaş   , Şahin   , 1.6   , 1993   , Benzin   , Düz   , 1401 - 1600 cm3   , 51 - 75 HP   , 135.800 km   ,
300, Peugeot   , 307   , 1.4 HDi XR   , 2004   , Dizel   , Düz   , 1398 cc   , 69 hp   , 130.000 km   ,
301, Opel   , Astra   , 1.3 CDTI Essentia Konfor   , 2012   , Dizel   , Yarı Otomatik   , 1248 cc   , 90 hp   , 315.000 km   ,
302, Fiat   , Punto   , Grande 1.3 Multijet 1.3 Multijet   , 2012   , Dizel   , Düz   , 1248 cc   , 75 hp   , 141.000 km   ,
303, Volkswagen   , Polo   , 1.4 TDi Trendline   , 2006   , Dizel   , Düz   , 1422 cc   , 80 hp   , 282.000 km   ,
304, Hyundai   , i10   , 1.1 Team   , 2010   , LPG & Benzin   , Otomatik   , 1086 cc   , 66 hp   , 57.500 km   ,
305, Volkswagen   , Polo   , 1.6 TDi Comfortline   , 2011   , Dizel   , Düz   , 1598 cc   , 90 hp   , 182.000 km   ,
306, Toyota   , Corolla   , 1.4 D-4D Touch   , 2016   , Dizel   , Yarı Otomatik   , 1201 - 1400 cm3   , 76 - 100 HP   , 109.000 km   ,
307, Toyota   , Urban Cruiser   , 1.33 Elegant   , 2010   , Benzin   , Düz   , 1329 cc   , 100 hp   , 62.200 km   ,
308, Citroen   , C3   , 1.2 PureTech Live   , 2017   , Benzin   , Düz   , 1199 cc   , 83 hp   , 45.000 km   ,
309, Audi   , A6   , A6 Sedan 2.0 TDI Quattro   , 2020   , Dizel   , Otomatik   , 1801 - 2000 cm3   , 201 - 225 HP   , 0 km   ,
310, Renault   , Megane   , 1.6 Expression   , 2007   , LPG & Benzin   , Düz   , 1598 cc   , 110 hp   , 205.000 km   ,
311, Renault   , Symbol   , 1.5 dCi Expression   , 2011   , Dizel   , Düz   , 1461 cc   , 65 hp   , 290.000 km   ,
312, Volkswagen   , Jetta   , 1.4 TSi Trendline   , 2012   , LPG & Benzin   , Düz   , 1390 cc   , 122 hp   , 179.000 km   ,
313, Skoda   , Octavia   , 1.6 TDI Style   , 2016   , Dizel   , Yarı Otomatik   , 1598 cc   , 110 hp   , 190.000 km   ,
314, Opel   , Astra   , 1.6 Edition   , 2014   , LPG & Benzin   , Düz   , 1598 cc   , 115 hp   , 93.000 km   ,
315, BMW   , 1 Serisi   , 118i One Edition   , 2015   , Benzin   , Otomatik   , 1499 cc   , 136 hp   , 68.000 km   ,
316, Fiat   , Linea   , 1.6 Multijet Emotion Plus   , 2012   , Dizel   , Düz   , 1598 cc   , 105 hp   , 379.000 km   ,
317, Toyota   , Corolla   , 1.4 D-4D Touch   , 2017   , Dizel   , Yarı Otomatik   , 1364 cc   , 90 hp   , 195.000 km   ,
318, Volkswagen   , Passat   , 2.0 TDi BlueMotion Highline   , 2011   , Dizel   , Yarı Otomatik   , 1968 cc   , 140 hp   , 265.000 km   ,
319, Volkswagen   , Jetta   , 1.4 TSi BlueMotion Highline   , 2016   , Benzin   , Yarı Otomatik   , 1395 cc   , 125 hp   , 58.000 km   ,
320, Ford   , Mondeo   , 2.0 Ghia   , 2003   , LPG & Benzin   , Otomatik   , 1801 - 2000 cm3   , 126 - 150 HP   , 218.000 km   ,
321, Honda   , Civic   , 1.6 i-VTEC Elegance   , 2012   , LPG & Benzin   , Otomatik   , 1595 cc   , 125 hp   , 115.000 km   ,
322, Opel   , Insignia   , 1.6 CDTI Cosmo   , 2015   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 108.000 km   ,
323, Hyundai   , i20   , 1.4 MPI Elite   , 2016   , Benzin   , Otomatik   , 1368 cc   , 100 hp   , 46.000 km   ,
324, Volkswagen   , Polo   , 1.4 TDi Comfortline   , 2017   , Dizel   , Yarı Otomatik   , 1422 cc   , 90 hp   , 52.900 km   ,
325, Proton   , 415   , GLS   , 2000   , LPG & Benzin   , Düz   , 1468 cc   , 91 hp   , 228.000 km   ,
326, Renault   , R 19   , 1.6 Europa RTE   , 1998   , LPG & Benzin   , Düz   ,,, 260.000 km   ,
327, Fiat   , Linea   , 1.3 Multijet Active   , 2008   , Dizel   , Düz   , 1248 cc   , 90 hp   , 325.000 km   ,
328, Volkswagen   , Passat   , 2.0 TDi Comfortline   , 2007   , Dizel   , Yarı Otomatik   , 1968 cc   , 140 hp   , 327.000 km   ,
329, Kia   , Cerato   , 1.6 GSL Comfort   , 2010   , LPG & Benzin   , Otomatik   , 1591 cc   , 126 hp   , 169.000 km   ,
330, Opel   , Corsa   , 1.2 Swing   , 2000   , Benzin   , Düz   , 1199 cc   , 65 hp   , 149.000 km   ,
331, Hyundai   , Elantra   , 1.6 CRDi Mode   , 2015   , Dizel   , Otomatik   , 1401 - 1600 cm3   , 126 - 150 HP   , 73.000 km   ,
332, Toyota   , Corolla   , 1.4 D-4D Advance   , 2017   , Dizel   , Düz   , 1364 cc   , 90 hp   , 110.000 km   ,
333, Fiat   , Tempra   , 1.6 SX A   , 1994   , LPG & Benzin   , Düz   , 1581 cc   , 90 hp   , 270.000 km   ,
334, Dacia   , Logan   , 1.4   , 2006   , Benzin   , Düz   ,,, 300.000 km   ,
335, Opel   , Vectra   , 1.8 GL   , 1991   , LPG & Benzin   , Düz   , 1796 cc   , 90 hp   , 285.000 km   ,
336, Hyundai   , i20   , 1.4 MPI Elite   , 2020   , Benzin   , Otomatik   , 1368 cc   , 100 hp   , 1.200 km   ,
337, Mercedes - Benz   , C   , C 200 Kompressor Avantgarde   ,,, Otomatik   , 1998 cc   , 163 hp   , 361.000 km   ,
338, Volkswagen   , Polo   , 1.4 Comfortline   , 2011   , LPG & Benzin   , Düz   , 1390 cc   , 85 hp   , 171.000 km   ,
339, Kia   , Ceed   , 1.6 CRDi Concept   , 2012   , Dizel   , Düz   , 1582 cc   , 128 hp   , 141.000 km   ,
340, Toyota   , Auris   , 1.4 D-4D Comfort Extra   , 2011   , Dizel   , Yarı Otomatik   , 1364 cc   , 90 hp   , 107.000 km   ,
341, Renault   , Symbol   , 1.5 dCi Authentique   , 2008   , Dizel   , Düz   , 1461 cc   , 65 hp   , 199.700 km   ,
342, Opel   , Meriva   , 1.6 Enjoy   , 2004   , LPG & Benzin   , Düz   , 1598 cc   , 100 hp   , 94.000 km   ,
343, Skoda   , Octavia   , 1.6 TDI Elegance CR   , 2015   , Dizel   , Düz   , 1598 cc   , 105 hp   , 68.000 km   ,
344, Skoda   , SuperB   , 1.4 TSI Elegance   , 2010   , Benzin   , Düz   , 1390 cc   , 125 hp   , 192.000 km   ,
345, Hyundai   , i20   , 1.4 MPI Style   , 2019   , Benzin   , Otomatik   , 1368 cc   , 100 hp   , 21.000 km   ,
346, Citroen   , C5   , 1.6 e-HDi Dynamique   , 2012   , Dizel   , Yarı Otomatik   , 1560 cc   , 114 hp   , 222.000 km   ,
347, Hyundai   , Elantra   , 1.6 D-CVVT Mode   , 2011   , Benzin   , Otomatik   , 1591 cc   , 132 hp   , 153.000 km   ,
348, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2015   , Dizel   , Yarı Otomatik   , 1598 cc   , 105 hp   , 84.200 km   ,
349, Seat   , Leon   , 1.6 TDI FR   , 2016   , Dizel   , Yarı Otomatik   , 1401 - 1600 cm3   , 101 - 125 HP   , 102.000 km   ,
350, Fiat   , Egea   , 1.4 Fire Urban Plus   , 2018   , Benzin   , Düz   , 1368 cc   , 95 hp   , 46.010 km   ,
351, Kia   , Rio   , 1.25 CVVT Concept   , 2017   , Benzin   , Düz   , 1248 cc   , 84 hp   , 57.000 km   ,
352, Daewoo   , Tico   , 0.8 SX   , 1998   , LPG & Benzin   , Düz   , 796 cc   , 41 hp   , 250.000 km   ,
353, Opel   , Astra   , 1.6 CDTI Design   , 2017   , Dizel   , Otomatik   , 1598 cc   , 136 hp   , 50.000 km   ,
354, Tofaş   , Doğan   , SLX   , 1993   , LPG & Benzin   , Düz   , 1581 cc   , 83 hp   , 75.000 km   ,
355, Volkswagen   , Jetta   , 1.6 TDi Comfortline   , 2013   , Dizel   , Düz   , 1598 cc   , 105 hp   , 180.000 km   ,
356, Renault   , Megane   , 1.5 dCi Privilege   , 2008   , Dizel   , Düz   , 1461 cc   , 100 hp   , 245.000 km   ,
357, Renault   , Fluence   , 1.5 dCi Touch   , 2012   , Dizel   , Düz   , 1461 cc   , 90 hp   , 113.000 km   ,
358, Opel   , Vectra   , 2.0 CDX   , 2001   , LPG & Benzin   , Düz   , 1998 cc   , 136 hp   , 242.000 km   ,
359, Opel   , Corsa   , 1.3 CDTI Cosmo   , 2004   , Dizel   , Düz   , 1248 cc   , 70 hp   , 190.000 km   ,
360, Opel   , Zafira   , 1.8 Comfort   , 2001   , LPG & Benzin   , Otomatik   , 1796 cc   , 125 hp   , 217.000 km   ,
361, Honda   , Civic   , 1.6 i-VTEC Premium   , 2010   , LPG & Benzin   , Düz   , 1595 cc   , 125 hp   , 175.000 km   ,
362, Volkswagen   , Passat   , 1.6 TDi BlueMotion Comfortline   , 2018   , Dizel   , Yarı Otomatik   , 1598 cc   , 120 hp   , 48.000 km   ,
363, Hyundai   , Elantra   , 1.6 D-CVVT Mode Plus   , 2012   , Benzin   , Düz   , 1591 cc   , 132 hp   , 129.500 km   ,
364, Toyota   , Auris   , 1.4 D-4D Comfort Extra   , 2012   , Dizel   , Düz   , 1364 cc   , 90 hp   , 177.000 km   ,
365, Renault   , R 12   , GTS   , 1987   , LPG & Benzin   , Düz   ,,, 95.350 km   ,
366, Fiat   , Marea   , 1.6 ELX   , 1999   , LPG & Benzin   , Düz   , 1581 cc   , 103 hp   , 217.000 km   ,
367, Renault   , Clio   , 1.5 dCi GT Line   , 2014   , Dizel   , Yarı Otomatik   , 1461 cc   , 90 hp   , 165.000 km   ,
368, Volkswagen   , Golf   , 1.6 FSi Midline   , 2006   , LPG & Benzin   , Düz   , 1401 - 1600 cm3   , 101 - 125 HP   , 197.000 km   ,
369, Opel   , Astra   , 1.4 T Edition Plus   , 2019   , LPG & Benzin   , Otomatik   ,,, 22.450 km   ,
370, Skoda   , Octavia   , 1.6 TDI Style   , 2017   , Dizel   , Yarı Otomatik   , 1598 cc   , 115 hp   , 154.000 km   ,
371, Ford   , Focus   , 1.6 TDCi Collection   , 2008   , Dizel   , Düz   , 1560 cc   , 110 hp   , 191.000 km   ,
372, Renault   , Megane   , 1.5 dCi Dynamique   , 2006   , Dizel   , Düz   , 1461 cc   , 106 hp   , 274.990 km   ,
373, Mercedes - Benz   , C   , C 180 Kompressor BlueEfficiency Fascination   , 2010   , Benzin   , Otomatik   , 1597 cc   , 156 hp   , 97.000 km   ,
374, Renault   , Megane   , 2.0 Coupe   , 2001   , Benzin   , Düz   , 1998 cc   , 147 hp   , 167.000 km   ,
375, Renault   , Clio   , 1.5 dCi Authentique   , 2004   , Dizel   , Düz   , 1461 cc   , 65 hp   , 280.000 km   ,
